case_id,state,district,project_type,land_area_acres,number_of_landowners,acquisition_stage,number_of_objections,number_of_court_cases,compensation_completed_pct,pending_approvals,days_in_current_stage,approximate_delay_days,notification_3a_date,sanction_date,notification_3d_date,sanction_amount_lakh,land_acquisition_agency,environmental_clearance,forest_clearance,relocation_required,structures_affected,dispute_severity,payment_status,document_verification_status,project_length_km,last_review_days_ago
AH100112,Haryana,Karnal,Bridge,13.8,5.0,Notification,1.0,0.0,22.6,1.0,33.0,70,2025-05-15,2024-01-22,2024-03-09,2390.0,State PWD,Completed,Completed,No,28.0,None,Complete,Pending,56.41,37.0
AH100113,Haryana,Panipat,Bridge,12.22,6.0,Compensation,2.0,0.0,77.9,0.0,48.0,54,2025-02-17,2024-09-26,2025-02-23,3155.0,Special LA Unit,Completed,Not Required,No,13.0,None,Partial,Partial,120.64,166.0
AH100114,Haryana,Ambala,Highway,8.0,1.0,Award,0.0,0.0,53.6,3.0,29.0,56,2025-03-31,2025-05-07,2025-07-30,2482.0,Special LA Unit,Completed,Not Required,Yes,3.0,High,Partial,Complete,3.32,172.0
AH100115,Haryana,Panipat,Road Widening,23.32,11.0,Notification,0.0,0.0,7.5,0.0,57.0,66,2025-05-26,2024-10-16,2025-03-17,4722.0,District Administration,Completed,Completed,No,19.0,None,Complete,Complete,147.62,159.0
AH100116,Rajasthan,Kota,Highway,16.34,7.0,Objection,3.0,0.0,24.2,2.0,71.0,143,2024-02-03,2025-07-10,2026-01-05,4219.0,State PWD,Completed,Not Required,No,22.0,None,Partial,Pending,175.36,39.0
AH100117,Rajasthan,Alwar,Bridge,15.87,12.0,Notification,1.0,0.0,15.3,1.0,39.0,83,2024-05-05,2026-02-07,2026-07-18,1998.0,NHAI,Pending,Completed,Yes,11.0,Medium,Complete,Complete,88.11,69.0
AH100118,Uttar Pradesh,Varanasi,Highway,16.36,6.0,Notification,0.0,0.0,21.0,2.0,18.0,66,2024-08-08,2024-08-20,2025-02-03,995.0,State PWD,Pending,Pending,Yes,4.0,Low,Partial,Complete,24.77,145.0
AH100119,Rajasthan,Alwar,Highway,46.42,17.0,Possession,1.0,1.0,91.7,0.0,93.0,96,2024-04-13,2026-03-15,2026-05-01,4877.0,State PWD,Completed,Not Required,No,27.0,None,Complete,Complete,50.52,21.0
AH100120,Haryana,Sirsa,Highway,5.0,5.0,Possession,1.0,0.0,89.5,0.0,20.0,16,2025-01-30,2026-03-04,2026-05-22,3555.0,Special LA Unit,Not Required,Completed,No,26.0,High,Complete,Pending,11.12,60.0
AH100121,Uttarakhand,Haridwar,Road Widening,8.35,6.0,Possession,2.0,1.0,92.6,0.0,29.0,33,2025-08-24,2026-04-02,2026-06-14,3788.0,District Administration,Pending,Completed,No,20.0,None,Partial,Complete,7.91,58.0
AH100122,Uttarakhand,Dehradun,Highway,8.97,6.0,Possession,0.0,0.0,,0.0,122.0,96,2025-08-11,2024-03-07,2024-06-22,2346.0,State PWD,Pending,Pending,No,8.0,Medium,Complete,Pending,85.82,155.0
AH100123,Haryana,Panipat,Bypass,34.78,13.0,Compensation,2.0,1.0,91.3,0.0,65.0,109,2025-02-27,2024-09-20,2025-03-15,2450.0,Special LA Unit,Completed,Not Required,No,16.0,None,Complete,Partial,96.84,144.0
AH100124,Punjab,Patiala,Road Widening,8.69,2.0,Possession,0.0,,88.5,0.0,29.0,20,2026-02-08,2024-04-21,2024-08-31,949.0,State PWD,Completed,Not Required,No,18.0,None,Complete,Complete,49.27,63.0
AH100125,Haryana,Karnal,Road Widening,6.09,8.0,Objection,1.0,0.0,16.9,0.0,50.0,47,2025-05-23,2024-04-18,2024-08-07,2174.0,Special LA Unit,Completed,Completed,Yes,26.0,None,Pending,Complete,130.31,14.0
AH100126,Rajasthan,Jaipur,Bypass,10.91,6.0,Objection,1.0,0.0,30.4,2.0,23.0,74,2024-03-12,2024-02-17,2024-07-16,2735.0,District Administration,Completed,Completed,No,27.0,None,Partial,Complete,84.44,159.0
AH100127,Punjab,Ludhiana,Highway,13.05,6.0,Possession,1.0,0.0,89.7,0.0,55.0,35,2025-11-19,2025-01-30,2025-03-27,690.0,State PWD,Not Required,Pending,No,23.0,None,Partial,Complete,45.16,88.0
AH100128,Uttarakhand,Dehradun,Highway,33.01,15.0,Award,0.0,1.0,52.5,0.0,65.0,106,2025-06-01,2024-03-19,2024-07-26,3195.0,Special LA Unit,Not Required,Completed,No,20.0,Medium,Partial,Complete,57.2,59.0
AH100129,Uttarakhand,Udham Singh Nagar,Highway,8.65,2.0,Compensation,0.0,0.0,67.0,0.0,163.0,114,2025-07-25,2024-09-23,2025-01-06,3095.0,District Administration,Completed,Completed,No,7.0,None,Complete,Complete,10.07,12.0
AH100130,Haryana,Sirsa,Railway,6.66,3.0,Compensation,0.0,1.0,59.5,1.0,74.0,76,2025-05-23,2026-06-02,2026-08-01,4212.0,Special LA Unit,Not Required,Completed,Yes,3.0,Low,Partial,Complete,168.21,129.0
AH100131,Haryana,Sirsa,Highway,5.51,1.0,Objection,1.0,0.0,15.9,3.0,115.0,137,2025-05-13,2026-03-06,2026-07-10,309.0,NHAI,Pending,Completed,No,24.0,None,Complete,Complete,59.88,144.0
AH100132,Rajasthan,Alwar,Railway,8.91,5.0,Objection,2.0,0.0,36.5,3.0,38.0,97,2024-03-22,2026-04-23,2026-09-26,1167.0,State PWD,Pending,Completed,No,3.0,None,Partial,Partial,103.78,149.0
AH100133,Haryana,Karnal,Road Widening,105.54,37.0,Compensation,3.0,1.0,68.3,2.0,21.0,146,2025-05-18,2024-02-02,2024-07-05,2173.0,State PWD,Not Required,Not Required,Yes,15.0,None,Partial,Complete,126.35,9.0
AH100134,Punjab,Amritsar,Road Widening,16.53,8.0,Award,1.0,0.0,44.0,3.0,,69,2025-12-16,2025-08-17,2026-01-20,4405.0,District Administration,Completed,Completed,No,16.0,High,Pending,Complete,32.79,132.0
AH100135,Madhya Pradesh,Jabalpur,Road Widening,19.86,10.0,Award,1.0,0.0,41.3,1.0,85.0,105,2024-09-30,2025-07-24,2025-12-22,1226.0,Special LA Unit,Completed,Completed,No,6.0,None,Complete,Complete,109.68,120.0
AH100136,Uttarakhand,Dehradun,Highway,11.94,8.0,Compensation,1.0,0.0,79.8,2.0,133.0,133,2025-06-26,2024-04-29,2024-08-07,4862.0,NHAI,Not Required,Pending,No,8.0,Low,Pending,Partial,54.79,35.0
AH100137,Rajasthan,Alwar,Highway,13.42,7.0,Award,0.0,0.0,42.5,2.0,55.0,88,2024-01-28,2026-03-26,2026-05-02,4783.0,NHAI,Completed,Pending,No,30.0,None,Complete,Partial,134.08,59.0
AH100138,Madhya Pradesh,Ujjain,Railway,23.3,10.0,Award,0.0,0.0,51.3,1.0,55.0,70,2024-11-08,2024-12-29,2025-06-21,519.0,District Administration,Pending,Not Required,No,23.0,None,Complete,Partial,30.83,62.0
AH100139,Haryana,Sirsa,Highway,19.26,7.0,Compensation,0.0,0.0,87.7,2.0,57.0,76,2025-01-28,2026-05-29,2026-09-04,1848.0,State PWD,Not Required,Not Required,No,12.0,Low,Complete,Complete,81.3,167.0
AH100140,Himachal Pradesh,Mandi,Road Widening,16.07,8.0,Award,0.0,0.0,51.8,1.0,68.0,89,2026-06-03,2024-04-12,2024-08-14,1331.0,District Administration,Not Required,Completed,No,22.0,None,Pending,Complete,86.73,139.0
AH100141,Uttar Pradesh,Prayagraj,Bridge,12.11,5.0,Possession,0.0,0.0,91.5,0.0,47.0,27,2024-07-12,2025-08-08,2025-09-10,2471.0,NHAI,Completed,Not Required,Yes,1.0,Medium,Complete,Pending,38.38,52.0
AH100142,Uttar Pradesh,Lucknow,Highway,8.85,1.0,Award,0.0,1.0,24.9,3.0,19.0,76,2024-09-05,2024-04-27,2024-10-07,4625.0,District Administration,Pending,Not Required,No,5.0,High,Pending,Complete,9.23,65.0
AH100143,Madhya Pradesh,Gwalior,Highway,17.13,6.0,Possession,1.0,0.0,92.5,1.0,46.0,61,2025-01-02,2026-05-04,2026-10-14,1908.0,NHAI,Completed,Completed,No,28.0,Low,Partial,Complete,78.43,95.0
AH100144,Himachal Pradesh,Sirmaur,Highway,12.82,7.0,Possession,0.0,1.0,90.8,0.0,35.0,49,2026-06-12,2025-06-30,2025-12-16,3331.0,Special LA Unit,Not Required,Not Required,No,24.0,None,Complete,Partial,61.45,58.0
AH100145,Punjab,Patiala,Highway,73.17,26.0,Possession,3.0,0.0,85.7,0.0,95.0,118,2026-02-07,2024-03-09,2024-05-04,729.0,NHAI,Completed,Pending,Yes,3.0,None,Partial,Partial,110.2,107.0
AH100146,Rajasthan,Jodhpur,Bridge,29.17,10.0,Compensation,0.0,0.0,91.8,0.0,206.0,164,2024-02-01,2024-07-12,2024-12-15,2872.0,NHAI,Pending,Not Required,No,6.0,Medium,Complete,Complete,147.13,147.0
AH100147,Uttar Pradesh,Kanpur Nagar,Bridge,6.73,3.0,Compensation,0.0,0.0,88.5,2.0,58.0,53,2024-07-29,2024-11-19,2025-03-22,1795.0,NHAI,Not Required,Not Required,No,14.0,Low,Complete,Complete,47.66,150.0
AH100148,Punjab,Patiala,Highway,4.42,1.0,Award,1.0,0.0,55.3,0.0,58.0,62,2026-01-09,2024-01-12,2024-03-03,4593.0,NHAI,Completed,Not Required,No,12.0,None,Pending,Pending,66.5,5.0
AH100149,Rajasthan,Jaipur,Bridge,8.51,6.0,Compensation,0.0,0.0,96.7,0.0,96.0,75,2024-02-22,2024-01-08,2024-05-02,3906.0,State PWD,Completed,Completed,No,16.0,None,Complete,Complete,2.03,148.0
AH100150,Punjab,Firozpur,Highway,4.76,4.0,Objection,1.0,0.0,11.5,1.0,82.0,91,2026-02-09,2026-04-12,2026-07-22,1114.0,District Administration,Completed,Not Required,No,25.0,None,Complete,Partial,125.87,87.0
AH100151,Uttar Pradesh,Agra,Bridge,8.09,6.0,Objection,2.0,0.0,13.3,1.0,51.0,96,2024-09-10,2026-06-02,2026-10-03,3124.0,Special LA Unit,Pending,Completed,No,23.0,Low,Complete,Complete,146.65,67.0
AH100152,Himachal Pradesh,Kangra,Bypass,5.24,3.0,Notification,0.0,0.0,2.9,1.0,100.0,115,2026-04-05,2025-04-27,2025-06-08,1743.0,Special LA Unit,Pending,Not Required,No,23.0,None,Partial,Complete,15.04,2.0
AH100153,Madhya Pradesh,Gwalior,Highway,9.04,3.0,Compensation,1.0,0.0,65.9,0.0,84.0,98,2024-09-21,2026-03-23,2026-07-15,2215.0,NHAI,Not Required,Completed,No,2.0,None,Complete,Complete,124.6,8.0
AH100154,Haryana,Ambala,Road Widening,9.14,2.0,Notification,0.0,0.0,10.9,1.0,70.0,79,2025-01-25,2025-08-12,2025-12-21,2339.0,State PWD,Completed,Completed,Yes,13.0,None,Partial,Complete,130.29,64.0
AH100155,Uttarakhand,Dehradun,Railway,13.53,7.0,Compensation,1.0,0.0,63.7,0.0,37.0,66,2025-08-18,2024-01-26,2024-06-11,4111.0,Special LA Unit,Completed,Not Required,No,23.0,Low,Complete,Complete,76.67,135.0
AH100156,Rajasthan,Ajmer,Highway,10.02,6.0,Notification,0.0,0.0,16.1,2.0,18.0,68,2024-04-23,2025-10-05,2026-02-27,1486.0,NHAI,Completed,Completed,No,21.0,Medium,Partial,Partial,124.46,180.0
AH100157,Haryana,Karnal,Highway,5.55,1.0,Notification,0.0,0.0,2.9,0.0,49.0,69,2025-05-16,2024-01-17,2024-05-19,70.0,District Administration,Completed,Pending,No,21.0,None,Pending,Pending,147.5,146.0
AH100158,Haryana,Rohtak,Road Widening,33.54,11.0,Award,1.0,0.0,37.3,0.0,44.0,90,2025-03-30,2026-01-04,2026-05-19,1004.0,State PWD,Pending,Completed,No,24.0,Medium,Pending,Partial,102.0,156.0
AH100159,Punjab,Bathinda,Highway,16.82,7.0,Possession,1.0,0.0,93.3,0.0,141.0,98,2025-12-06,2024-11-26,2025-01-08,4141.0,NHAI,Completed,Pending,Yes,9.0,None,Partial,Partial,177.39,123.0
AH100160,Himachal Pradesh,Mandi,Highway,7.52,4.0,Award,1.0,0.0,41.9,4.0,115.0,141,2026-06-15,2024-05-07,2024-10-03,1518.0,NHAI,Completed,Not Required,No,25.0,None,Complete,Complete,50.38,44.0
AH100161,Uttarakhand,Udham Singh Nagar,Highway,5.62,5.0,Possession,0.0,0.0,93.3,1.0,65.0,63,2025-08-20,2024-08-20,2024-11-13,344.0,State PWD,Pending,Not Required,No,24.0,None,Complete,Complete,68.95,63.0
AH100162,Madhya Pradesh,Jabalpur,Railway,420.49,118.0,Notification,1.0,0.0,15.2,2.0,40.0,302,2025-01-03,2025-09-07,2025-12-28,2031.0,NHAI,Completed,Completed,Yes,6.0,High,Partial,Complete,2.88,9.0
AH100163,Madhya Pradesh,Gwalior,Highway,3.22,2.0,Award,0.0,0.0,65.5,2.0,42.0,93,2024-12-31,2026-02-01,2026-05-23,4357.0,NHAI,Pending,Not Required,No,5.0,Low,Complete,Partial,41.45,156.0
AH100164,Madhya Pradesh,Ujjain,Road Widening,29.09,14.0,Notification,0.0,0.0,22.9,2.0,15.0,61,2025-01-11,2025-05-28,2025-11-20,4372.0,District Administration,Completed,Completed,No,10.0,Low,Partial,Complete,163.71,79.0
AH100165,Punjab,Jalandhar,Highway,26.58,10.0,Objection,3.0,0.0,41.0,1.0,51.0,94,2026-01-02,2024-05-24,2024-08-10,4740.0,Special LA Unit,Completed,Not Required,Yes,29.0,High,Complete,Complete,159.55,180.0
AH100166,Madhya Pradesh,Gwalior,Highway,7.27,3.0,Notification,0.0,0.0,18.1,0.0,18.0,56,2024-10-16,2026-03-21,2026-06-16,3435.0,District Administration,Completed,Not Required,Yes,17.0,None,Pending,Partial,93.13,73.0
AH100167,Uttar Pradesh,Meerut,Road Widening,38.14,16.0,Notification,1.0,0.0,7.5,2.0,69.0,91,2024-05-30,2025-12-12,2026-05-05,4104.0,District Administration,Completed,Completed,No,28.0,Medium,Complete,Partial,63.69,65.0
AH100168,Madhya Pradesh,Ujjain,Highway,20.17,10.0,Compensation,0.0,0.0,89.8,1.0,35.0,81,2024-10-27,2025-01-03,2025-05-08,3876.0,NHAI,Pending,Completed,Yes,11.0,Medium,Partial,Partial,100.63,132.0
AH100169,Rajasthan,Kota,Road Widening,14.19,8.0,Compensation,1.0,0.0,92.0,0.0,12.0,61,2024-01-21,2025-05-14,2025-07-30,146.0,State PWD,Pending,Completed,No,20.0,High,Complete,Complete,122.09,126.0
AH100170,Rajasthan,Alwar,Highway,24.84,10.0,Objection,2.0,1.0,19.9,0.0,58.0,101,2024-04-05,2026-05-17,2026-08-06,2119.0,District Administration,Completed,Not Required,No,30.0,None,Pending,Complete,73.07,55.0
AH100171,Rajasthan,Udaipur,Road Widening,20.2,9.0,Possession,0.0,1.0,92.5,0.0,24.0,51,2024-03-22,2024-12-05,2025-05-08,2654.0,NHAI,Pending,Completed,No,10.0,Low,Partial,Complete,66.7,124.0
AH100172,Punjab,Patiala,Highway,13.61,5.0,Compensation,1.0,1.0,62.1,2.0,84.0,106,2025-11-25,2024-01-24,2024-06-27,2345.0,District Administration,Completed,Completed,No,22.0,None,Partial,Partial,11.82,149.0
AH100173,Punjab,Jalandhar,Bypass,9.74,6.0,Objection,2.0,1.0,12.7,2.0,24.0,94,2025-10-12,2024-05-11,2024-07-02,4152.0,NHAI,Pending,Completed,No,13.0,Low,Complete,Complete,63.45,44.0
AH100174,Uttarakhand,Nainital,Highway,10.9,4.0,Award,0.0,0.0,21.5,1.0,19.0,74,2025-09-19,2025-06-24,2025-09-21,4911.0,State PWD,Completed,Not Required,Yes,27.0,None,Partial,Pending,18.33,47.0
AH100175,Haryana,Sirsa,Bypass,3.04,1.0,Objection,1.0,0.0,13.8,2.0,28.0,69,2025-02-19,2026-06-16,2026-11-08,2747.0,District Administration,Pending,Pending,No,23.0,None,Partial,Partial,15.9,66.0
AH100176,Punjab,Amritsar,Highway,6.05,3.0,Compensation,0.0,0.0,89.7,1.0,109.0,93,2025-10-07,2025-10-27,2025-12-13,526.0,Special LA Unit,Pending,Completed,No,22.0,High,Pending,Complete,115.48,127.0
AH100177,Uttar Pradesh,Prayagraj,Highway,55.15,20.0,Award,1.0,1.0,40.6,1.0,67.0,135,2024-05-25,2025-07-10,2025-09-05,1831.0,NHAI,Pending,Completed,No,6.0,High,Partial,Complete,143.55,149.0
AH100178,Himachal Pradesh,Shimla,Road Widening,5.91,,Notification,0.0,0.0,14.4,1.0,24.0,66,2026-03-21,2024-10-17,2024-12-09,1028.0,District Administration,Completed,Completed,No,29.0,High,Complete,Complete,52.28,117.0
AH100179,Haryana,Hisar,Highway,2.48,1.0,Objection,1.0,0.0,27.0,0.0,59.0,67,2025-03-26,2025-01-30,2025-05-19,2379.0,District Administration,Completed,Pending,No,9.0,None,Pending,Partial,169.27,126.0
AH100180,Himachal Pradesh,Mandi,Highway,25.75,12.0,Objection,2.0,0.0,31.3,2.0,65.0,100,2026-04-24,2024-02-04,2024-05-11,1209.0,NHAI,Completed,Not Required,No,12.0,None,Partial,Complete,73.26,154.0
AH100181,Uttar Pradesh,Kanpur Nagar,Bypass,14.75,7.0,Award,0.0,0.0,40.0,2.0,71.0,119,2024-05-17,2024-11-30,2025-02-16,449.0,District Administration,Not Required,Not Required,No,13.0,Medium,Complete,Pending,2.99,159.0
AH100182,Haryana,Ambala,Railway,15.47,8.0,Compensation,0.0,0.0,76.7,1.0,105.0,121,2025-03-23,2025-07-15,2025-09-03,899.0,NHAI,Pending,Pending,No,21.0,None,Pending,Partial,128.09,62.0
AH100183,Uttarakhand,Haridwar,Road Widening,10.44,8.0,Possession,0.0,0.0,89.9,1.0,52.0,26,2025-09-18,2026-03-26,2026-07-29,2506.0,District Administration,Pending,Completed,No,24.0,Low,Pending,Pending,156.12,177.0
AH100184,Haryana,Sirsa,Bridge,25.9,9.0,Objection,3.0,0.0,32.2,2.0,46.0,106,2025-03-22,2026-04-10,2026-09-08,750.0,NHAI,Completed,Completed,No,28.0,None,Complete,Pending,119.74,129.0
AH100185,Haryana,Rohtak,Highway,43.83,15.0,Objection,3.0,0.0,25.2,3.0,26.0,131,2025-02-05,2026-01-09,2026-03-11,187.0,NHAI,Completed,Not Required,No,4.0,Low,Complete,Complete,117.54,76.0
AH100186,Uttar Pradesh,Lucknow,Highway,7.67,5.0,Notification,0.0,0.0,17.3,1.0,,85,2024-05-29,2024-01-20,2024-05-28,1437.0,NHAI,Completed,Pending,No,26.0,None,Complete,Pending,98.8,59.0
AH100187,Madhya Pradesh,Gwalior,Bypass,20.45,9.0,Award,1.0,1.0,48.6,2.0,41.0,125,2024-12-08,2025-12-31,2026-05-29,3238.0,State PWD,Pending,Completed,No,3.0,None,Partial,Complete,88.69,129.0
AH100188,Uttar Pradesh,Varanasi,Highway,30.9,10.0,Compensation,1.0,0.0,66.6,0.0,67.0,83,2024-08-02,2024-07-15,2024-11-05,3172.0,NHAI,Completed,Completed,No,16.0,None,Complete,Partial,11.71,54.0
AH100189,Madhya Pradesh,,Highway,7.31,4.0,Possession,1.0,1.0,84.0,0.0,37.0,51,2024-09-28,2025-07-08,2025-11-01,1982.0,State PWD,Not Required,Completed,No,28.0,High,Pending,Complete,88.6,163.0
AH100190,Uttarakhand,Haridwar,Highway,43.08,18.0,Compensation,0.0,1.0,69.3,0.0,47.0,65,2025-09-07,2026-05-01,2026-06-25,3333.0,Special LA Unit,Completed,Pending,Yes,23.0,None,Complete,Partial,154.52,20.0
AH100191,Uttarakhand,Haridwar,Highway,30.81,13.0,Notification,0.0,0.0,21.9,3.0,26.0,94,2025-07-21,2026-03-10,2026-08-30,997.0,Special LA Unit,Pending,Not Required,Yes,29.0,None,Pending,Partial,30.61,158.0
AH100192,Uttarakhand,Nainital,Highway,4.15,4.0,Possession,1.0,1.0,92.8,0.0,84.0,79,2025-06-30,2025-08-20,2026-02-09,3626.0,Special LA Unit,Completed,Completed,No,1.0,None,Partial,Complete,15.15,86.0
AH100193,Madhya Pradesh,Bhopal,Highway,46.33,17.0,Compensation,3.0,1.0,65.5,0.0,116.0,168,2024-11-21,2024-09-26,2025-02-09,136.0,State PWD,Not Required,Not Required,No,16.0,None,Pending,Complete,53.32,91.0
AH100194,Himachal Pradesh,Kangra,Road Widening,4.34,1.0,Objection,1.0,0.0,18.8,3.0,25.0,86,2026-05-13,2025-04-13,2025-09-25,718.0,NHAI,Not Required,Not Required,No,2.0,None,Complete,Partial,130.86,93.0
AH100195,Rajasthan,Ajmer,Railway,6.66,2.0,Possession,,0.0,87.2,0.0,32.0,46,2024-03-19,2025-09-25,2026-01-24,4614.0,State PWD,Completed,Completed,Yes,22.0,None,Complete,Pending,169.15,68.0
AH100196,Madhya Pradesh,Ujjain,Bridge,21.35,10.0,Compensation,0.0,0.0,77.5,2.0,94.0,111,2024-11-04,2025-04-07,2025-08-14,2365.0,NHAI,Completed,Completed,Yes,5.0,Low,Pending,Complete,43.37,76.0
AH100197,Rajasthan,Udaipur,Highway,28.94,13.0,Compensation,1.0,0.0,73.3,1.0,23.0,72,2024-04-16,2024-12-30,2025-06-02,2803.0,NHAI,Not Required,Completed,No,6.0,None,Complete,Pending,24.65,165.0
AH100198,Madhya Pradesh,Ujjain,Highway,12.99,6.0,Award,0.0,1.0,50.8,3.0,105.0,133,2024-11-01,2024-12-28,2025-02-01,2016.0,State PWD,Pending,Pending,No,8.0,Low,Complete,Complete,167.12,116.0
AH100199,Himachal Pradesh,Kangra,Road Widening,6.99,6.0,Objection,1.0,0.0,19.7,1.0,56.0,81,2026-05-15,2025-06-23,2025-08-24,3252.0,District Administration,Completed,Completed,No,26.0,None,Complete,Pending,160.97,168.0
AH100200,Madhya Pradesh,Indore,Highway,9.57,4.0,Compensation,1.0,0.0,59.0,3.0,119.0,138,2024-11-25,2024-02-02,2024-04-02,3752.0,Special LA Unit,Pending,Not Required,No,10.0,Low,Partial,Pending,99.96,25.0
AH100201,Himachal Pradesh,Solan,Highway,8.66,3.0,Award,1.0,0.0,63.4,2.0,99.0,106,2026-03-28,2026-06-17,2026-10-19,3907.0,District Administration,Completed,Not Required,No,26.0,None,Pending,Partial,115.34,163.0
AH100202,Haryana,Karnal,Road Widening,24.41,7.0,Possession,1.0,0.0,81.4,0.0,39.0,43,2025-03-21,2024-04-01,2024-06-06,1283.0,State PWD,Completed,Not Required,Yes,18.0,None,Partial,Complete,98.87,137.0
AH100203,Uttarakhand,Haridwar,Railway,8.46,4.0,Notification,0.0,0.0,15.1,2.0,54.0,103,2025-09-21,2026-06-05,2026-09-01,3151.0,District Administration,Not Required,Not Required,No,4.0,None,Complete,Complete,14.76,110.0
AH100204,Haryana,Karnal,Highway,6.86,6.0,Award,,0.0,43.7,0.0,19.0,41,2025-02-15,2024-02-01,2024-05-15,3932.0,Special LA Unit,Not Required,Completed,Yes,7.0,Low,Partial,Pending,124.87,137.0
AH100205,Uttar Pradesh,Prayagraj,Road Widening,3.4,5.0,Compensation,0.0,0.0,54.3,0.0,43.0,49,2024-08-27,2025-04-06,2025-08-25,2094.0,District Administration,Completed,Not Required,No,22.0,Medium,Partial,Complete,123.03,82.0
AH100206,Punjab,Ludhiana,Road Widening,7.21,6.0,Compensation,0.0,0.0,73.8,0.0,118.0,81,2025-11-18,2025-01-10,2025-04-27,1941.0,Special LA Unit,Completed,Pending,No,26.0,Low,Complete,Complete,162.72,129.0
AH100207,Himachal Pradesh,Kangra,Bypass,10.8,6.0,Award,0.0,0.0,36.6,0.0,29.0,52,2026-05-22,2025-05-31,2025-07-03,3156.0,Special LA Unit,Completed,Completed,No,6.0,High,Complete,Partial,99.52,134.0
AH100208,Uttar Pradesh,Kanpur Nagar,Highway,4.57,6.0,Compensation,0.0,0.0,66.2,0.0,64.0,62,2024-08-25,2025-01-25,2025-06-07,2890.0,District Administration,Not Required,Completed,No,15.0,None,Complete,Pending,143.81,70.0
AH100209,Punjab,Firozpur,Railway,2.71,1.0,Compensation,0.0,0.0,,0.0,79.0,64,2025-12-01,2026-03-18,2026-06-20,1299.0,Special LA Unit,Not Required,Completed,No,13.0,None,Partial,Complete,159.66,94.0
AH100210,Uttar Pradesh,Lucknow,Railway,27.47,13.0,Compensation,2.0,1.0,59.3,0.0,81.0,120,2024-08-23,2024-01-15,2024-03-02,4791.0,State PWD,Not Required,Pending,Yes,14.0,None,Pending,Pending,9.7,5.0
AH100211,Punjab,Firozpur,Highway,5.1,4.0,Objection,1.0,0.0,22.0,0.0,45.0,56,2025-10-07,2026-06-06,2026-10-11,2828.0,State PWD,,Completed,No,10.0,None,Pending,Complete,37.69,69.0
AH100212,Punjab,Amritsar,Road Widening,3.92,3.0,Compensation,1.0,0.0,67.1,1.0,53.0,51,2025-12-11,2025-09-12,2025-11-21,2844.0,NHAI,Completed,Pending,No,27.0,None,Pending,Partial,65.96,40.0
AH100213,Haryana,Rohtak,Road Widening,45.34,15.0,Compensation,1.0,1.0,74.4,0.0,53.0,103,2025-02-08,2025-12-01,2026-03-10,1067.0,NHAI,Pending,Not Required,Yes,26.0,Low,Complete,Pending,101.02,90.0
AH100214,Punjab,Jalandhar,Highway,24.57,11.0,Compensation,2.0,0.0,76.1,0.0,63.0,88,2025-10-25,2024-05-05,2024-10-27,3393.0,District Administration,Completed,Completed,No,11.0,None,Pending,Complete,90.95,95.0
AH100215,Uttar Pradesh,Lucknow,Highway,28.55,14.0,Compensation,,0.0,76.1,0.0,70.0,87,2024-09-02,2024-02-28,2024-05-03,4591.0,Special LA Unit,Completed,Completed,No,14.0,None,Partial,Complete,131.48,107.0
AH100216,Rajasthan,Udaipur,Highway,18.35,4.0,Award,0.0,0.0,34.8,1.0,47.0,82,2024-03-12,2024-12-23,2025-06-03,,NHAI,Completed,Completed,No,27.0,None,Pending,Complete,56.02,36.0
AH100217,Rajasthan,Jodhpur,Railway,36.4,16.0,Notification,2.0,0.0,8.6,3.0,67.0,152,2024-03-27,2024-10-17,2025-01-24,,District Administration,Pending,Completed,Yes,25.0,None,Pending,Complete,134.16,62.0
AH100218,Haryana,Rohtak,Highway,25.3,6.0,Notification,1.0,,7.6,4.0,52.0,127,2025-02-06,2025-12-05,2026-05-23,3201.0,NHAI,Pending,Not Required,No,15.0,Low,Complete,Partial,159.13,59.0
AH100219,Himachal Pradesh,,Road Widening,8.91,2.0,Objection,1.0,,24.6,1.0,40.0,87,2026-03-23,2026-03-17,2026-08-21,1207.0,Special LA Unit,Pending,Completed,No,18.0,None,Complete,Pending,169.28,8.0
AH100220,Rajasthan,Udaipur,Highway,4.83,3.0,Compensation,0.0,1.0,75.2,3.0,139.0,162,2024-04-24,2025-01-19,2025-06-22,,District Administration,Completed,Completed,Yes,25.0,None,Partial,Pending,41.72,102.0
AH100221,Haryana,Rohtak,Road Widening,4.01,5.0,Compensation,1.0,0.0,76.0,0.0,128.0,116,2025-02-14,2025-11-22,2026-01-22,3216.0,State PWD,Pending,Completed,No,15.0,High,Pending,Partial,133.29,138.0
AH100222,Uttarakhand,Dehradun,Railway,10.6,5.0,Possession,1.0,0.0,93.4,0.0,29.0,35,2025-09-25,2024-02-23,2024-07-20,949.0,State PWD,Completed,Completed,No,26.0,Low,Complete,Pending,122.91,98.0
AH100223,Uttar Pradesh,Meerut,Road Widening,319.22,117.0,Compensation,2.0,1.0,62.7,0.0,79.0,287,2024-07-01,2025-10-30,2026-01-23,497.0,Special LA Unit,Completed,Not Required,No,20.0,None,Partial,Complete,168.89,99.0
AH100224,Punjab,Patiala,Road Widening,6.06,2.0,Compensation,,1.0,61.6,3.0,97.0,123,2025-10-11,2024-03-30,2024-09-12,3885.0,State PWD,Pending,Completed,No,12.0,None,Complete,Partial,115.86,167.0
