state,district,project_type,land_area_acres,number_of_landowners,acquisition_stage,number_of_objections,number_of_court_cases,compensation_completed_pct,pending_approvals,days_in_current_stage,approximate_delay_days,sanction_amount_lakh,land_acquisition_agency,environmental_clearance,forest_clearance,relocation_required,structures_affected,dispute_severity,payment_status,document_verification_status,project_length_km,last_review_days_ago
Madhya Pradesh,Gwalior,Highway,17.13,6.0,Possession,1.0,0.0,92.5,1.0,46.0,61,1908.0,NHAI,Completed,Completed,No,28.0,Low,Partial,Complete,78.43,95.0
Himachal Pradesh,Sirmaur,Highway,12.82,7.0,Possession,0.0,1.0,90.8,0.0,35.0,49,3331.0,Special LA Unit,Not Required,Not Required,No,24.0,None,Complete,Partial,61.45,58.0
Punjab,Patiala,Highway,73.17,26.0,Possession,3.0,0.0,85.7,0.0,95.0,118,729.0,NHAI,Completed,Pending,Yes,3.0,None,Partial,Partial,110.2,107.0
Rajasthan,Jodhpur,Bridge,29.17,10.0,Compensation,0.0,0.0,91.8,0.0,206.0,164,2872.0,NHAI,Pending,Not Required,No,6.0,Medium,Complete,Complete,147.13,147.0
Uttar Pradesh,Kanpur Nagar,Bridge,6.73,3.0,Compensation,0.0,0.0,88.5,2.0,58.0,53,1795.0,NHAI,Not Required,Not Required,No,14.0,Low,Complete,Complete,47.66,150.0
Punjab,Patiala,Highway,4.42,1.0,Award,1.0,0.0,55.3,0.0,58.0,62,4593.0,NHAI,Completed,Not Required,No,12.0,None,Pending,Pending,66.5,5.0
Rajasthan,Jaipur,Bridge,8.51,6.0,Compensation,0.0,0.0,96.7,0.0,96.0,75,3906.0,State PWD,Completed,Completed,No,16.0,None,Complete,Complete,2.03,148.0
Punjab,Firozpur,Highway,4.76,4.0,Objection,1.0,0.0,11.5,1.0,82.0,91,1114.0,District Administration,Completed,Not Required,No,25.0,None,Complete,Partial,125.87,87.0
Uttar Pradesh,Agra,Bridge,8.09,6.0,Objection,2.0,0.0,13.3,1.0,51.0,96,3124.0,Special LA Unit,Pending,Completed,No,23.0,Low,Complete,Complete,146.65,67.0
Himachal Pradesh,Kangra,Bypass,5.24,3.0,Notification,0.0,0.0,2.9,1.0,100.0,115,1743.0,Special LA Unit,Pending,Not Required,No,23.0,None,Partial,Complete,15.04,2.0
Madhya Pradesh,Gwalior,Highway,9.04,3.0,Compensation,1.0,0.0,65.9,0.0,84.0,98,2215.0,NHAI,Not Required,Completed,No,2.0,None,Complete,Complete,124.6,8.0
Haryana,Ambala,Road Widening,9.14,2.0,Notification,0.0,0.0,10.9,1.0,70.0,79,2339.0,State PWD,Completed,Completed,Yes,13.0,None,Partial,Complete,130.29,64.0
Uttarakhand,Dehradun,Railway,13.53,7.0,Compensation,1.0,0.0,63.7,0.0,37.0,66,4111.0,Special LA Unit,Completed,Not Required,No,23.0,Low,Complete,Complete,76.67,135.0
Rajasthan,Ajmer,Highway,10.02,6.0,Notification,0.0,0.0,16.1,2.0,18.0,68,1486.0,NHAI,Completed,Completed,No,21.0,Medium,Partial,Partial,124.46,180.0
Haryana,Karnal,Highway,5.55,1.0,Notification,0.0,0.0,2.9,0.0,49.0,69,70.0,District Administration,Completed,Pending,No,21.0,None,Pending,Pending,147.5,146.0
Haryana,Rohtak,Road Widening,33.54,11.0,Award,1.0,0.0,37.3,0.0,44.0,90,1004.0,State PWD,Pending,Completed,No,24.0,Medium,Pending,Partial,102.0,156.0
Punjab,Bathinda,Highway,16.82,7.0,Possession,1.0,0.0,93.3,0.0,141.0,98,4141.0,NHAI,Completed,Pending,Yes,9.0,None,Partial,Partial,177.39,123.0
Himachal Pradesh,Mandi,Highway,7.52,4.0,Award,1.0,0.0,41.9,4.0,115.0,141,1518.0,NHAI,Completed,Not Required,No,25.0,None,Complete,Complete,50.38,44.0
Uttarakhand,Udham Singh Nagar,Highway,5.62,5.0,Possession,0.0,0.0,93.3,1.0,65.0,63,344.0,State PWD,Pending,Not Required,No,24.0,None,Complete,Complete,68.95,63.0
Madhya Pradesh,Jabalpur,Railway,420.49,118.0,Notification,1.0,0.0,15.2,2.0,40.0,302,2031.0,NHAI,Completed,Completed,Yes,6.0,High,Partial,Complete,2.88,9.0
Madhya Pradesh,Gwalior,Highway,3.22,2.0,Award,0.0,0.0,65.5,2.0,42.0,93,4357.0,NHAI,Pending,Not Required,No,5.0,Low,Complete,Partial,41.45,156.0
Madhya Pradesh,Ujjain,Road Widening,29.09,14.0,Notification,0.0,0.0,22.9,2.0,15.0,61,4372.0,District Administration,Completed,Completed,No,10.0,Low,Partial,Complete,163.71,79.0
Punjab,Jalandhar,Highway,26.58,10.0,Objection,3.0,0.0,41.0,1.0,51.0,94,4740.0,Special LA Unit,Completed,Not Required,Yes,29.0,High,Complete,Complete,159.55,180.0
Madhya Pradesh,Gwalior,Highway,7.27,3.0,Notification,0.0,0.0,18.1,0.0,18.0,56,3435.0,District Administration,Completed,Not Required,Yes,17.0,None,Pending,Partial,93.13,73.0
Uttar Pradesh,Meerut,Road Widening,38.14,16.0,Notification,1.0,0.0,7.5,2.0,69.0,91,4104.0,District Administration,Completed,Completed,No,28.0,Medium,Complete,Partial,63.69,65.0
Madhya Pradesh,Ujjain,Highway,20.17,10.0,Compensation,0.0,0.0,89.8,1.0,35.0,81,3876.0,NHAI,Pending,Completed,Yes,11.0,Medium,Partial,Partial,100.63,132.0
Rajasthan,Kota,Road Widening,14.19,8.0,Compensation,1.0,0.0,92.0,0.0,12.0,61,146.0,State PWD,Pending,Completed,No,20.0,High,Complete,Complete,122.09,126.0
Rajasthan,Alwar,Highway,24.84,10.0,Objection,2.0,1.0,19.9,0.0,58.0,101,2119.0,District Administration,Completed,Not Required,No,30.0,None,Pending,Complete,73.07,55.0
Rajasthan,Udaipur,Road Widening,20.2,9.0,Possession,0.0,1.0,92.5,0.0,24.0,51,2654.0,NHAI,Pending,Completed,No,10.0,Low,Partial,Complete,66.7,124.0
Punjab,Patiala,Highway,13.61,5.0,Compensation,1.0,1.0,62.1,2.0,84.0,106,2345.0,District Administration,Completed,Completed,No,22.0,None,Partial,Partial,11.82,149.0
Punjab,Jalandhar,Bypass,9.74,6.0,Objection,2.0,1.0,12.7,2.0,24.0,94,4152.0,NHAI,Pending,Completed,No,13.0,Low,Complete,Complete,63.45,44.0
Uttarakhand,Nainital,Highway,10.9,4.0,Award,0.0,0.0,21.5,1.0,19.0,74,4911.0,State PWD,Completed,Not Required,Yes,27.0,None,Partial,Pending,18.33,47.0
Haryana,Sirsa,Bypass,3.04,1.0,Objection,1.0,0.0,13.8,2.0,28.0,69,2747.0,District Administration,Pending,Pending,No,23.0,None,Partial,Partial,15.9,66.0
Punjab,Amritsar,Highway,6.05,3.0,Compensation,0.0,0.0,89.7,1.0,109.0,93,526.0,Special LA Unit,Pending,Completed,No,22.0,High,Pending,Complete,115.48,127.0
Uttar Pradesh,Prayagraj,Highway,55.15,20.0,Award,1.0,1.0,40.6,1.0,67.0,135,1831.0,NHAI,Pending,Completed,No,6.0,High,Partial,Complete,143.55,149.0
Himachal Pradesh,Shimla,Road Widening,5.91,,Notification,0.0,0.0,14.4,1.0,24.0,66,1028.0,District Administration,Completed,Completed,No,29.0,High,Complete,Complete,52.28,117.0
Haryana,Hisar,Highway,2.48,1.0,Objection,1.0,0.0,27.0,0.0,59.0,67,2379.0,District Administration,Completed,Pending,No,9.0,None,Pending,Partial,169.27,126.0
Himachal Pradesh,Mandi,Highway,25.75,12.0,Objection,2.0,0.0,31.3,2.0,65.0,100,1209.0,NHAI,Completed,Not Required,No,12.0,None,Partial,Complete,73.26,154.0
Uttar Pradesh,Kanpur Nagar,Bypass,14.75,7.0,Award,0.0,0.0,40.0,2.0,71.0,119,449.0,District Administration,Not Required,Not Required,No,13.0,Medium,Complete,Pending,2.99,159.0
Haryana,Ambala,Railway,15.47,8.0,Compensation,0.0,0.0,76.7,1.0,105.0,121,899.0,NHAI,Pending,Pending,No,21.0,None,Pending,Partial,128.09,62.0
Uttarakhand,Haridwar,Road Widening,10.44,8.0,Possession,0.0,0.0,89.9,1.0,52.0,26,2506.0,District Administration,Pending,Completed,No,24.0,Low,Pending,Pending,156.12,177.0
Haryana,Sirsa,Bridge,25.9,9.0,Objection,3.0,0.0,32.2,2.0,46.0,106,750.0,NHAI,Completed,Completed,No,28.0,None,Complete,Pending,119.74,129.0
Haryana,Rohtak,Highway,43.83,15.0,Objection,3.0,0.0,25.2,3.0,26.0,131,187.0,NHAI,Completed,Not Required,No,4.0,Low,Complete,Complete,117.54,76.0
Uttar Pradesh,Lucknow,Highway,7.67,5.0,Notification,0.0,0.0,17.3,1.0,,85,1437.0,NHAI,Completed,Pending,No,26.0,None,Complete,Pending,98.8,59.0
Madhya Pradesh,Gwalior,Bypass,20.45,9.0,Award,1.0,1.0,48.6,2.0,41.0,125,3238.0,State PWD,Pending,Completed,No,3.0,None,Partial,Complete,88.69,129.0
Uttar Pradesh,Varanasi,Highway,30.9,10.0,Compensation,1.0,0.0,66.6,0.0,67.0,83,3172.0,NHAI,Completed,Completed,No,16.0,None,Complete,Partial,11.71,54.0
Madhya Pradesh,,Highway,7.31,4.0,Possession,1.0,1.0,84.0,0.0,37.0,51,1982.0,State PWD,Not Required,Completed,No,28.0,High,Pending,Complete,88.6,163.0
Uttarakhand,Haridwar,Highway,43.08,18.0,Compensation,0.0,1.0,69.3,0.0,47.0,65,3333.0,Special LA Unit,Completed,Pending,Yes,23.0,None,Complete,Partial,154.52,20.0
Uttarakhand,Haridwar,Highway,30.81,13.0,Notification,0.0,0.0,21.9,3.0,26.0,94,997.0,Special LA Unit,Pending,Not Required,Yes,29.0,None,Pending,Partial,30.61,158.0
Uttarakhand,Nainital,Highway,4.15,4.0,Possession,1.0,1.0,92.8,0.0,84.0,79,3626.0,Special LA Unit,Completed,Completed,No,1.0,None,Partial,Complete,15.15,86.0
Madhya Pradesh,Bhopal,Highway,46.33,17.0,Compensation,3.0,1.0,65.5,0.0,116.0,168,136.0,State PWD,Not Required,Not Required,No,16.0,None,Pending,Complete,53.32,91.0
Himachal Pradesh,Kangra,Road Widening,4.34,1.0,Objection,1.0,0.0,18.8,3.0,25.0,86,718.0,NHAI,Not Required,Not Required,No,2.0,None,Complete,Partial,130.86,93.0
Rajasthan,Ajmer,Railway,6.66,2.0,Possession,,0.0,87.2,0.0,32.0,46,4614.0,State PWD,Completed,Completed,Yes,22.0,None,Complete,Pending,169.15,68.0
Madhya Pradesh,Ujjain,Bridge,21.35,10.0,Compensation,0.0,0.0,77.5,2.0,94.0,111,2365.0,NHAI,Completed,Completed,Yes,5.0,Low,Pending,Complete,43.37,76.0
Rajasthan,Udaipur,Highway,28.94,13.0,Compensation,1.0,0.0,73.3,1.0,23.0,72,2803.0,NHAI,Not Required,Completed,No,6.0,None,Complete,Pending,24.65,165.0
Madhya Pradesh,Ujjain,Highway,12.99,6.0,Award,0.0,1.0,50.8,3.0,105.0,133,2016.0,State PWD,Pending,Pending,No,8.0,Low,Complete,Complete,167.12,116.0
Himachal Pradesh,Kangra,Road Widening,6.99,6.0,Objection,1.0,0.0,19.7,1.0,56.0,81,3252.0,District Administration,Completed,Completed,No,26.0,None,Complete,Pending,160.97,168.0
Madhya Pradesh,Indore,Highway,9.57,4.0,Compensation,1.0,0.0,59.0,3.0,119.0,138,3752.0,Special LA Unit,Pending,Not Required,No,10.0,Low,Partial,Pending,99.96,25.0
Himachal Pradesh,Solan,Highway,8.66,3.0,Award,1.0,0.0,63.4,2.0,99.0,106,3907.0,District Administration,Completed,Not Required,No,26.0,None,Pending,Partial,115.34,163.0
Haryana,Karnal,Road Widening,24.41,7.0,Possession,1.0,0.0,81.4,0.0,39.0,43,1283.0,State PWD,Completed,Not Required,Yes,18.0,None,Partial,Complete,98.87,137.0
Uttarakhand,Haridwar,Railway,8.46,4.0,Notification,0.0,0.0,15.1,2.0,54.0,103,3151.0,District Administration,Not Required,Not Required,No,4.0,None,Complete,Complete,14.76,110.0
Haryana,Karnal,Highway,6.86,6.0,Award,,0.0,43.7,0.0,19.0,41,3932.0,Special LA Unit,Not Required,Completed,Yes,7.0,Low,Partial,Pending,124.87,137.0
Uttar Pradesh,Prayagraj,Road Widening,3.4,5.0,Compensation,0.0,0.0,54.3,0.0,43.0,49,2094.0,District Administration,Completed,Not Required,No,22.0,Medium,Partial,Complete,123.03,82.0
Punjab,Ludhiana,Road Widening,7.21,6.0,Compensation,0.0,0.0,73.8,0.0,118.0,81,1941.0,Special LA Unit,Completed,Pending,No,26.0,Low,Complete,Complete,162.72,129.0
Himachal Pradesh,Kangra,Bypass,10.8,6.0,Award,0.0,0.0,36.6,0.0,29.0,52,3156.0,Special LA Unit,Completed,Completed,No,6.0,High,Complete,Partial,99.52,134.0
Uttar Pradesh,Kanpur Nagar,Highway,4.57,6.0,Compensation,0.0,0.0,66.2,0.0,64.0,62,2890.0,District Administration,Not Required,Completed,No,15.0,None,Complete,Pending,143.81,70.0
Punjab,Firozpur,Railway,2.71,1.0,Compensation,0.0,0.0,,0.0,79.0,64,1299.0,Special LA Unit,Not Required,Completed,No,13.0,None,Partial,Complete,159.66,94.0
Uttar Pradesh,Lucknow,Railway,27.47,13.0,Compensation,2.0,1.0,59.3,0.0,81.0,120,4791.0,State PWD,Not Required,Pending,Yes,14.0,None,Pending,Pending,9.7,5.0
Punjab,Firozpur,Highway,5.1,4.0,Objection,1.0,0.0,22.0,0.0,45.0,56,2828.0,State PWD,,Completed,No,10.0,None,Pending,Complete,37.69,69.0
Punjab,Amritsar,Road Widening,3.92,3.0,Compensation,1.0,0.0,67.1,1.0,53.0,51,2844.0,NHAI,Completed,Pending,No,27.0,None,Pending,Partial,65.96,40.0
Haryana,Rohtak,Road Widening,45.34,15.0,Compensation,1.0,1.0,74.4,0.0,53.0,103,1067.0,NHAI,Pending,Not Required,Yes,26.0,Low,Complete,Pending,101.02,90.0
Punjab,Jalandhar,Highway,24.57,11.0,Compensation,2.0,0.0,76.1,0.0,63.0,88,3393.0,District Administration,Completed,Completed,No,11.0,None,Pending,Complete,90.95,95.0
Uttar Pradesh,Lucknow,Highway,28.55,14.0,Compensation,,0.0,76.1,0.0,70.0,87,4591.0,Special LA Unit,Completed,Completed,No,14.0,None,Partial,Complete,131.48,107.0
Rajasthan,Udaipur,Highway,18.35,4.0,Award,0.0,0.0,34.8,1.0,47.0,82,,NHAI,Completed,Completed,No,27.0,None,Pending,Complete,56.02,36.0
Rajasthan,Jodhpur,Railway,36.4,16.0,Notification,2.0,0.0,8.6,3.0,67.0,152,,District Administration,Pending,Completed,Yes,25.0,None,Pending,Complete,134.16,62.0
Haryana,Rohtak,Highway,25.3,6.0,Notification,1.0,,7.6,4.0,52.0,127,3201.0,NHAI,Pending,Not Required,No,15.0,Low,Complete,Partial,159.13,59.0
Himachal Pradesh,,Road Widening,8.91,2.0,Objection,1.0,,24.6,1.0,40.0,87,1207.0,Special LA Unit,Pending,Completed,No,18.0,None,Complete,Pending,169.28,8.0
Rajasthan,Udaipur,Highway,4.83,3.0,Compensation,0.0,1.0,75.2,3.0,139.0,162,,District Administration,Completed,Completed,Yes,25.0,None,Partial,Pending,41.72,102.0
Haryana,Rohtak,Road Widening,4.01,5.0,Compensation,1.0,0.0,76.0,0.0,128.0,116,3216.0,State PWD,Pending,Completed,No,15.0,High,Pending,Partial,133.29,138.0
Uttarakhand,Dehradun,Railway,10.6,5.0,Possession,1.0,0.0,93.4,0.0,29.0,35,949.0,State PWD,Completed,Completed,No,26.0,Low,Complete,Pending,122.91,98.0
Uttar Pradesh,Meerut,Road Widening,319.22,117.0,Compensation,2.0,1.0,62.7,0.0,79.0,287,497.0,Special LA Unit,Completed,Not Required,No,20.0,None,Partial,Complete,168.89,99.0
Punjab,Patiala,Road Widening,6.06,2.0,Compensation,,1.0,61.6,3.0,97.0,123,3885.0,State PWD,Pending,Completed,No,12.0,None,Complete,Partial,115.86,167.0
Madhya Pradesh,Jabalpur,Highway,10.49,5.0,Compensation,0.0,0.0,71.3,0.0,,95,2198.0,NHAI,Pending,Not Required,No,0.0,None,Complete,Partial,94.94,10.0
Punjab,Ludhiana,Highway,39.18,15.0,Award,3.0,0.0,36.2,2.0,167.0,167,4273.0,District Administration,Completed,Pending,No,24.0,None,Partial,Partial,77.23,93.0
Uttarakhand,Udham Singh Nagar,Railway,3.31,5.0,Compensation,0.0,0.0,74.4,0.0,41.0,58,4336.0,District Administration,Not Required,Not Required,No,16.0,None,Complete,Complete,146.53,93.0
Haryana,,Highway,12.25,4.0,Award,1.0,0.0,59.7,3.0,76.0,113,658.0,District Administration,Pending,Completed,No,18.0,None,Pending,Complete,38.57,162.0
Uttar Pradesh,Kanpur Nagar,Railway,4.12,1.0,Award,1.0,0.0,29.9,0.0,84.0,94,3850.0,State PWD,Pending,Completed,No,5.0,High,Complete,Complete,138.07,65.0
Haryana,,Road Widening,7.44,6.0,Possession,0.0,0.0,88.6,0.0,29.0,8,1707.0,State PWD,Not Required,Completed,No,26.0,High,Complete,Partial,126.64,49.0
Punjab,Moga,Bypass,26.32,10.0,Compensation,0.0,,76.1,0.0,38.0,38,3532.0,NHAI,Pending,Completed,Yes,24.0,None,Complete,Complete,153.44,88.0
Rajasthan,Udaipur,Highway,5.81,3.0,Notification,1.0,0.0,8.3,3.0,46.0,117,268.0,Special LA Unit,Pending,Pending,No,2.0,Medium,Complete,Complete,30.83,139.0
Punjab,Bathinda,Road Widening,9.55,5.0,Award,0.0,0.0,58.8,0.0,40.0,57,2379.0,NHAI,Completed,Not Required,No,26.0,None,Complete,Complete,80.35,90.0
Haryana,Ambala,Highway,13.46,5.0,Possession,0.0,0.0,90.0,0.0,32.0,44,3161.0,State PWD,Completed,Not Required,No,13.0,Medium,Complete,Complete,143.67,69.0
Punjab,Amritsar,Bridge,21.67,5.0,Notification,0.0,0.0,6.2,1.0,9.0,47,2262.0,NHAI,Not Required,Pending,No,23.0,Medium,Partial,Complete,65.46,179.0
Uttarakhand,Dehradun,Road Widening,7.5,6.0,Possession,0.0,1.0,91.9,0.0,70.0,52,2780.0,NHAI,Not Required,Completed,No,29.0,Medium,Complete,Partial,64.37,112.0
Haryana,Rohtak,Road Widening,34.87,14.0,Possession,1.0,0.0,84.6,0.0,47.0,57,105.0,NHAI,Pending,Completed,Yes,29.0,Low,Partial,Pending,87.07,63.0
Madhya Pradesh,Gwalior,Railway,8.18,2.0,Compensation,0.0,0.0,90.9,2.0,171.0,145,86.0,State PWD,Pending,Not Required,No,26.0,Medium,Complete,Partial,137.06,28.0
Uttarakhand,Haridwar,Highway,18.02,9.0,Objection,3.0,0.0,24.4,4.0,52.0,121,3020.0,Special LA Unit,Pending,Completed,Yes,4.0,None,Pending,Pending,86.19,8.0
Rajasthan,Kota,Road Widening,10.16,8.0,Notification,0.0,0.0,18.1,2.0,49.0,85,2109.0,NHAI,Pending,Completed,Yes,17.0,None,Partial,Complete,17.28,130.0
Uttarakhand,Udham Singh Nagar,Bypass,22.42,11.0,Notification,1.0,0.0,4.1,,23.0,51,2906.0,Special LA Unit,Completed,Not Required,No,6.0,Medium,Complete,Partial,76.61,108.0
Rajasthan,Jodhpur,Highway,66.91,29.0,Award,5.0,1.0,61.6,2.0,73.0,188,1829.0,District Administration,Completed,Completed,No,25.0,None,Partial,Partial,92.88,1.0
Uttarakhand,Nainital,Bridge,9.43,2.0,Compensation,0.0,0.0,73.8,0.0,45.0,49,76.0,Special LA Unit,Pending,Not Required,No,22.0,None,Complete,Complete,78.81,54.0
Uttarakhand,Udham Singh Nagar,Bypass,11.78,6.0,Possession,1.0,1.0,93.1,0.0,57.0,57,3516.0,District Administration,Completed,Completed,Yes,11.0,Medium,Complete,Complete,128.29,50.0
Rajasthan,Jaipur,Bridge,8.27,5.0,Notification,0.0,0.0,16.4,1.0,37.0,60,728.0,Special LA Unit,Pending,Pending,Yes,4.0,Low,Complete,Partial,3.28,136.0
Punjab,Amritsar,Bypass,7.26,4.0,Award,,0.0,43.3,1.0,95.0,85,3935.0,District Administration,Not Required,Completed,No,27.0,None,Partial,Complete,76.99,169.0
Madhya Pradesh,Indore,Highway,6.59,3.0,Award,1.0,0.0,44.9,5.0,40.0,99,111.0,Special LA Unit,Not Required,Not Required,No,15.0,None,Complete,Partial,100.05,153.0
Punjab,Firozpur,Road Widening,11.75,1.0,Award,3.0,0.0,46.9,0.0,108.0,114,4647.0,NHAI,Not Required,Completed,Yes,21.0,None,Partial,Complete,142.35,26.0
Rajasthan,,Highway,6.17,6.0,Award,0.0,0.0,53.7,2.0,10.0,73,1303.0,Special LA Unit,Not Required,Completed,Yes,21.0,Medium,Partial,Complete,77.3,80.0
Uttar Pradesh,Kanpur Nagar,Railway,6.33,1.0,Possession,0.0,0.0,82.7,0.0,29.0,30,4468.0,NHAI,Pending,Not Required,No,20.0,None,Partial,Complete,176.94,164.0
Haryana,Karnal,Highway,1.0,3.0,Award,1.0,0.0,64.0,3.0,72.0,102,69.0,NHAI,Pending,Pending,No,6.0,Low,Complete,Partial,121.8,134.0
Uttar Pradesh,Varanasi,Bypass,38.75,15.0,Notification,1.0,0.0,6.8,0.0,110.0,111,2278.0,District Administration,Completed,Completed,No,4.0,None,Pending,Complete,84.31,94.0
Madhya Pradesh,Gwalior,Highway,48.29,19.0,Compensation,1.0,0.0,71.2,0.0,104.0,119,2115.0,State PWD,Not Required,Completed,No,12.0,None,Partial,Complete,70.24,161.0
Uttarakhand,Nainital,Highway,20.73,8.0,Notification,0.0,0.0,19.6,1.0,26.0,76,863.0,NHAI,Completed,Pending,No,29.0,None,Complete,Partial,92.16,15.0
Uttar Pradesh,Agra,Highway,5.68,4.0,Possession,1.0,0.0,93.8,0.0,35.0,33,2408.0,Special LA Unit,Pending,Not Required,No,25.0,Medium,Complete,Partial,143.83,178.0
Uttarakhand,Haridwar,Railway,4.08,4.0,Possession,0.0,0.0,84.1,1.0,63.0,74,1115.0,District Administration,Completed,Pending,No,28.0,None,Partial,Complete,176.89,161.0
Rajasthan,Jaipur,Highway,3.16,,Notification,0.0,0.0,7.1,3.0,39.0,65,2213.0,State PWD,Completed,Completed,No,11.0,None,Partial,Partial,20.09,119.0
Uttar Pradesh,Kanpur Nagar,Highway,20.56,8.0,Compensation,0.0,0.0,75.9,2.0,56.0,112,1904.0,State PWD,Completed,Completed,No,11.0,None,Complete,Partial,65.13,170.0
Uttarakhand,Haridwar,Highway,35.01,12.0,Compensation,1.0,0.0,73.7,2.0,99.0,127,1036.0,District Administration,Pending,Pending,No,21.0,None,Complete,Complete,103.71,165.0
Punjab,Ludhiana,Highway,13.75,4.0,Award,0.0,0.0,33.6,1.0,66.0,71,3953.0,State PWD,Not Required,Not Required,No,1.0,Low,Complete,Complete,92.04,122.0
Uttar Pradesh,Prayagraj,Bridge,24.76,12.0,Award,2.0,0.0,53.4,0.0,45.0,81,2641.0,District Administration,Completed,Completed,No,29.0,None,Pending,Complete,56.13,36.0
Madhya Pradesh,Ujjain,Highway,17.43,7.0,Possession,0.0,0.0,95.9,0.0,26.0,20,4200.0,NHAI,Completed,Completed,No,25.0,None,Complete,Partial,51.64,53.0
Himachal Pradesh,Sirmaur,Highway,6.2,2.0,Objection,1.0,0.0,33.3,2.0,13.0,61,4079.0,State PWD,Not Required,Completed,No,23.0,None,Complete,Pending,94.51,50.0
Himachal Pradesh,Solan,Highway,28.16,10.0,Award,2.0,0.0,33.7,4.0,63.0,130,1349.0,NHAI,Completed,Pending,Yes,23.0,None,Partial,Complete,146.78,56.0
Uttarakhand,Haridwar,Highway,26.68,11.0,Notification,0.0,0.0,3.9,3.0,39.0,99,1491.0,State PWD,Pending,Not Required,Yes,24.0,None,Complete,Pending,137.89,38.0
Haryana,Ambala,Highway,5.15,1.0,Objection,1.0,0.0,25.9,0.0,163.0,133,4760.0,State PWD,Not Required,Pending,Yes,16.0,None,Partial,Complete,74.49,80.0
Madhya Pradesh,Ujjain,Highway,23.71,10.0,Possession,2.0,0.0,94.6,0.0,107.0,107,1597.0,District Administration,Pending,Not Required,No,9.0,High,Partial,Complete,59.66,122.0
Uttarakhand,Udham Singh Nagar,Highway,10.53,7.0,Compensation,0.0,1.0,79.9,2.0,83.0,92,519.0,Special LA Unit,Completed,Not Required,No,30.0,None,Partial,Complete,61.41,87.0
Uttarakhand,Dehradun,Highway,9.57,4.0,Compensation,,0.0,67.2,1.0,99.0,103,2736.0,District Administration,Pending,Not Required,No,5.0,Low,Partial,Complete,108.28,130.0
Madhya Pradesh,Jabalpur,Highway,16.64,4.0,Notification,1.0,0.0,3.1,1.0,54.0,91,4835.0,Special LA Unit,Not Required,Completed,No,28.0,None,Complete,Complete,47.19,156.0
Rajasthan,,Railway,16.21,9.0,Possession,0.0,0.0,91.9,0.0,79.0,80,1207.0,State PWD,Completed,Completed,No,22.0,None,Complete,Complete,40.35,168.0
Uttar Pradesh,Meerut,Highway,25.42,12.0,Objection,1.0,1.0,28.6,1.0,107.0,114,3205.0,State PWD,Pending,Pending,No,25.0,Low,Complete,Pending,24.59,168.0
Himachal Pradesh,,Railway,5.8,,Award,1.0,0.0,57.5,1.0,88.0,103,1722.0,District Administration,Completed,Not Required,No,13.0,None,Partial,Complete,104.51,124.0
Madhya Pradesh,Jabalpur,Road Widening,19.31,8.0,Objection,1.0,0.0,15.6,1.0,63.0,84,1955.0,NHAI,Not Required,Completed,No,22.0,None,Partial,Complete,115.46,54.0
Haryana,Sirsa,Bypass,4.45,7.0,Award,1.0,0.0,58.5,0.0,47.0,71,2289.0,State PWD,Completed,Completed,No,21.0,None,Pending,Complete,134.99,12.0
Haryana,Ambala,Highway,10.26,6.0,Compensation,1.0,0.0,71.8,1.0,53.0,69,759.0,Special LA Unit,Completed,Not Required,No,26.0,None,Complete,Partial,23.44,7.0
Punjab,Hoshiarpur,Railway,10.86,10.0,Objection,1.0,0.0,33.8,4.0,16.0,84,1962.0,State PWD,Completed,Completed,No,9.0,None,Complete,Pending,9.31,151.0
Rajasthan,Udaipur,Bypass,27.24,13.0,Award,0.0,0.0,29.7,2.0,107.0,126,1401.0,Special LA Unit,Not Required,Pending,No,22.0,None,Partial,Complete,118.59,91.0
Rajasthan,Udaipur,Bridge,12.04,8.0,Award,1.0,0.0,24.4,2.0,54.0,85,4100.0,District Administration,Pending,Not Required,No,6.0,High,Partial,Pending,150.42,40.0
Uttar Pradesh,Lucknow,Bypass,9.56,4.0,Compensation,0.0,0.0,,0.0,117.0,98,1178.0,NHAI,Completed,Not Required,Yes,30.0,None,Partial,Complete,91.47,59.0
Haryana,Karnal,Highway,40.13,14.0,Compensation,1.0,1.0,78.7,3.0,45.0,108,4252.0,State PWD,Completed,Not Required,No,15.0,Low,Complete,Complete,75.68,114.0
Uttarakhand,Nainital,Bridge,8.29,4.0,Possession,0.0,0.0,91.6,0.0,57.0,43,133.0,State PWD,Not Required,Completed,Yes,28.0,High,Complete,Partial,23.44,111.0
Haryana,Sirsa,Bypass,8.0,4.0,Notification,0.0,0.0,4.2,4.0,31.0,67,2044.0,Special LA Unit,,Completed,No,3.0,High,Pending,Pending,35.79,168.0
Haryana,Karnal,Highway,2.42,1.0,Notification,,1.0,12.6,3.0,5.0,75,1378.0,State PWD,Pending,Completed,No,10.0,Low,Complete,Complete,141.6,17.0
Himachal Pradesh,,Highway,9.93,5.0,Objection,1.0,0.0,12.5,,32.0,96,2266.0,State PWD,Pending,Completed,No,17.0,None,Partial,Pending,52.19,124.0
