Case ID,State,District,Project Type,Land Area (Acres),Number of Landowners,Acquisition Stage,Number of Objections,Number of Court Cases,Compensation Completed (%),Pending Approvals,Days in Current Stage,Approximate Delay Days,Notification_3A_Date,Sanction_Date,Notification_3D_Date,Sanction_Amount_Lakh,Land_Acquisition_Agency,Environmental_Clearance,Forest_Clearance,Relocation_Required,Structures_Affected,Dispute_Severity,Payment_Status,Document_Verification_Status,Project_Length_Km,Last_Review_Days_Ago
AH100115,Haryana,Panipat,Road Widening,23.32,11.0,Notification,0.0,0.0,7.5,0.0,57.0,66,26-05-2025,16-10-2024,17-03-2025,4722.0,District Administration,Completed,Completed,No,19,None,Complete,Complete,147.62,159
AH100116,Rajasthan,Kota,Highway,16.34,7.0,Objection,3.0,0.0,24.2,2.0,71.0,143,03-02-2024,10-07-2025,05-01-2026,4219.0,State PWD,Completed,Not Required,No,22,None,Partial,Pending,175.36,39
AH100117,Rajasthan,Alwar,Bridge,15.87,12.0,Notification,1.0,0.0,15.3,1.0,39.0,83,05-05-2024,07-02-2026,18-07-2026,1998.0,NHAI,Pending,Completed,Yes,11,Medium,Complete,Complete,88.11,69
AH100118,Uttar Pradesh,Varanasi,Highway,16.36,6.0,Notification,0.0,0.0,21.0,2.0,18.0,66,08-08-2024,20-08-2024,03-02-2025,995.0,State PWD,Pending,Pending,Yes,4,Low,Partial,Complete,24.77,145
AH100119,Rajasthan,Alwar,Highway,46.42,17.0,Possession,1.0,1.0,91.7,0.0,93.0,96,13-04-2024,15-03-2026,01-05-2026,4877.0,State PWD,Completed,Not Required,No,27,None,Complete,Complete,50.52,21
AH100120,Haryana,Sirsa,Highway,5.0,5.0,Possession,1.0,0.0,89.5,0.0,20.0,16,30-01-2025,04-03-2026,22-05-2026,3555.0,Special LA Unit,Not Required,Completed,No,26,High,Complete,Pending,11.12,60
AH100121,Uttarakhand,Haridwar,Road Widening,8.35,6.0,Possession,2.0,1.0,92.6,0.0,29.0,33,24-08-2025,02-04-2026,14-06-2026,3788.0,District Administration,Pending,Completed,No,20,None,Partial,Complete,7.91,58
AH100122,Uttarakhand,Dehradun,Highway,8.97,6.0,Possession,0.0,0.0,,0.0,122.0,96,11-08-2025,07-03-2024,22-06-2024,2346.0,State PWD,Pending,Pending,No,8,Medium,Complete,Pending,85.82,155
AH100123,Haryana,Panipat,Bypass,34.78,13.0,Compensation,2.0,1.0,91.3,0.0,65.0,109,27-02-2025,20-09-2024,15-03-2025,2450.0,Special LA Unit,Completed,Not Required,No,16,None,Complete,Partial,96.84,144
AH100124,Punjab,Patiala,Road Widening,8.69,2.0,Possession,0.0,,88.5,0.0,29.0,20,08-02-2026,21-04-2024,31-08-2024,949.0,State PWD,Completed,Not Required,No,18,None,Complete,Complete,49.27,63
AH100125,Haryana,Karnal,Road Widening,6.09,8.0,Objection,1.0,0.0,16.9,0.0,50.0,47,23-05-2025,18-04-2024,07-08-2024,2174.0,Special LA Unit,Completed,Completed,Yes,26,None,Pending,Complete,130.31,14
AH100126,Rajasthan,Jaipur,Bypass,10.91,6.0,Objection,1.0,0.0,30.4,2.0,23.0,74,12-03-2024,17-02-2024,16-07-2024,2735.0,District Administration,Completed,Completed,No,27,None,Partial,Complete,84.44,159
AH100127,Punjab,Ludhiana,Highway,13.05,6.0,Possession,1.0,0.0,89.7,0.0,55.0,35,19-11-2025,30-01-2025,27-03-2025,690.0,State PWD,Not Required,Pending,No,23,None,Partial,Complete,45.16,88
AH100128,Uttarakhand,Dehradun,Highway,33.01,15.0,Award,0.0,1.0,52.5,0.0,65.0,106,01-06-2025,19-03-2024,26-07-2024,3195.0,Special LA Unit,Not Required,Completed,No,20,Medium,Partial,Complete,57.2,59
AH100129,Uttarakhand,Udham Singh Nagar,Highway,8.65,2.0,Compensation,0.0,0.0,67.0,0.0,163.0,114,25-07-2025,23-09-2024,06-01-2025,3095.0,District Administration,Completed,Completed,No,7,None,Complete,Complete,10.07,12
AH100130,Haryana,Sirsa,Railway,6.66,3.0,Compensation,0.0,1.0,59.5,1.0,74.0,76,23-05-2025,02-06-2026,01-08-2026,4212.0,Special LA Unit,Not Required,Completed,Yes,3,Low,Partial,Complete,168.21,129
AH100131,Haryana,Sirsa,Highway,5.51,1.0,Objection,1.0,0.0,15.9,3.0,115.0,137,13-05-2025,06-03-2026,10-07-2026,309.0,NHAI,Pending,Completed,No,24,None,Complete,Complete,59.88,144
AH100132,Rajasthan,Alwar,Railway,8.91,5.0,Objection,2.0,0.0,36.5,3.0,38.0,97,22-03-2024,23-04-2026,26-09-2026,1167.0,State PWD,Pending,Completed,No,3,None,Partial,Partial,103.78,149
AH100133,Haryana,Karnal,Road Widening,105.54,37.0,Compensation,3.0,1.0,68.3,2.0,21.0,146,18-05-2025,02-02-2024,05-07-2024,2173.0,State PWD,Not Required,Not Required,Yes,15,None,Partial,Complete,126.35,9
AH100134,Punjab,Amritsar,Road Widening,16.53,8.0,Award,1.0,0.0,44.0,3.0,,69,16-12-2025,17-08-2025,20-01-2026,4405.0,District Administration,Completed,Completed,No,16,High,Pending,Complete,32.79,132
AH100135,Madhya Pradesh,Jabalpur,Road Widening,19.86,10.0,Award,1.0,0.0,41.3,1.0,85.0,105,30-09-2024,24-07-2025,22-12-2025,1226.0,Special LA Unit,Completed,Completed,No,6,None,Complete,Complete,109.68,120
AH100136,Uttarakhand,Dehradun,Highway,11.94,8.0,Compensation,1.0,0.0,79.8,2.0,133.0,133,26-06-2025,29-04-2024,07-08-2024,4862.0,NHAI,Not Required,Pending,No,8,Low,Pending,Partial,54.79,35
AH100137,Rajasthan,Alwar,Highway,13.42,7.0,Award,0.0,0.0,42.5,2.0,55.0,88,28-01-2024,26-03-2026,02-05-2026,4783.0,NHAI,Completed,Pending,No,30,None,Complete,Partial,134.08,59
AH100138,Madhya Pradesh,Ujjain,Railway,23.3,10.0,Award,0.0,0.0,51.3,1.0,55.0,70,08-11-2024,29-12-2024,21-06-2025,519.0,District Administration,Pending,Not Required,No,23,None,Complete,Partial,30.83,62
AH100139,Haryana,Sirsa,Highway,19.26,7.0,Compensation,0.0,0.0,87.7,2.0,57.0,76,28-01-2025,29-05-2026,04-09-2026,1848.0,State PWD,Not Required,Not Required,No,12,Low,Complete,Complete,81.3,167
AH100140,Himachal Pradesh,Mandi,Road Widening,16.07,8.0,Award,0.0,0.0,51.8,1.0,68.0,89,03-06-2026,12-04-2024,14-08-2024,1331.0,District Administration,Not Required,Completed,No,22,None,Pending,Complete,86.73,139
AH100141,Uttar Pradesh,Prayagraj,Bridge,12.11,5.0,Possession,0.0,0.0,91.5,0.0,47.0,27,12-07-2024,08-08-2025,10-09-2025,2471.0,NHAI,Completed,Not Required,Yes,1,Medium,Complete,Pending,38.38,52
AH100142,Uttar Pradesh,Lucknow,Highway,8.85,1.0,Award,0.0,1.0,24.9,3.0,19.0,76,05-09-2024,27-04-2024,07-10-2024,4625.0,District Administration,Pending,Not Required,No,5,High,Pending,Complete,9.23,65
AH100143,Madhya Pradesh,Gwalior,Highway,17.13,6.0,Possession,1.0,0.0,92.5,1.0,46.0,61,02-01-2025,04-05-2026,14-10-2026,1908.0,NHAI,Completed,Completed,No,28,Low,Partial,Complete,78.43,95
AH100144,Himachal Pradesh,Sirmaur,Highway,12.82,7.0,Possession,0.0,1.0,90.8,0.0,35.0,49,12-06-2026,30-06-2025,16-12-2025,3331.0,Special LA Unit,Not Required,Not Required,No,24,None,Complete,Partial,61.45,58
AH100145,Punjab,Patiala,Highway,73.17,26.0,Possession,3.0,0.0,85.7,0.0,95.0,118,07-02-2026,09-03-2024,04-05-2024,729.0,NHAI,Completed,Pending,Yes,3,None,Partial,Partial,110.2,107
AH100146,Rajasthan,Jodhpur,Bridge,29.17,10.0,Compensation,0.0,0.0,91.8,0.0,206.0,164,01-02-2024,12-07-2024,15-12-2024,2872.0,NHAI,Pending,Not Required,No,6,Medium,Complete,Complete,147.13,147
AH100147,Uttar Pradesh,Kanpur Nagar,Bridge,6.73,3.0,Compensation,0.0,0.0,88.5,2.0,58.0,53,29-07-2024,19-11-2024,22-03-2025,1795.0,NHAI,Not Required,Not Required,No,14,Low,Complete,Complete,47.66,150
AH100148,Punjab,Patiala,Highway,4.42,1.0,Award,1.0,0.0,55.3,0.0,58.0,62,09-01-2026,12-01-2024,03-03-2024,4593.0,NHAI,Completed,Not Required,No,12,None,Pending,Pending,66.5,5
AH100149,Rajasthan,Jaipur,Bridge,8.51,6.0,Compensation,0.0,0.0,96.7,0.0,96.0,75,22-02-2024,08-01-2024,02-05-2024,3906.0,State PWD,Completed,Completed,No,16,None,Complete,Complete,2.03,148
AH100150,Punjab,Firozpur,Highway,4.76,4.0,Objection,1.0,0.0,11.5,1.0,82.0,91,09-02-2026,12-04-2026,22-07-2026,1114.0,District Administration,Completed,Not Required,No,25,None,Complete,Partial,125.87,87
AH100151,Uttar Pradesh,Agra,Bridge,8.09,6.0,Objection,2.0,0.0,13.3,1.0,51.0,96,10-09-2024,02-06-2026,03-10-2026,3124.0,Special LA Unit,Pending,Completed,No,23,Low,Complete,Complete,146.65,67
AH100152,Himachal Pradesh,Kangra,Bypass,5.24,3.0,Notification,0.0,0.0,2.9,1.0,100.0,115,05-04-2026,27-04-2025,08-06-2025,1743.0,Special LA Unit,Pending,Not Required,No,23,None,Partial,Complete,15.04,2
AH100153,Madhya Pradesh,Gwalior,Highway,9.04,3.0,Compensation,1.0,0.0,65.9,0.0,84.0,98,21-09-2024,23-03-2026,15-07-2026,2215.0,NHAI,Not Required,Completed,No,2,None,Complete,Complete,124.6,8
AH100154,Haryana,Ambala,Road Widening,9.14,2.0,Notification,0.0,0.0,10.9,1.0,70.0,79,25-01-2025,12-08-2025,21-12-2025,2339.0,State PWD,Completed,Completed,Yes,13,None,Partial,Complete,130.29,64
AH100155,Uttarakhand,Dehradun,Railway,13.53,7.0,Compensation,1.0,0.0,63.7,0.0,37.0,66,18-08-2025,26-01-2024,11-06-2024,4111.0,Special LA Unit,Completed,Not Required,No,23,Low,Complete,Complete,76.67,135
AH100156,Rajasthan,Ajmer,Highway,10.02,6.0,Notification,0.0,0.0,16.1,2.0,18.0,68,23-04-2024,05-10-2025,27-02-2026,1486.0,NHAI,Completed,Completed,No,21,Medium,Partial,Partial,124.46,180
AH100157,Haryana,Karnal,Highway,5.55,1.0,Notification,0.0,0.0,2.9,0.0,49.0,69,16-05-2025,17-01-2024,19-05-2024,70.0,District Administration,Completed,Pending,No,21,None,Pending,Pending,147.5,146
AH100158,Haryana,Rohtak,Road Widening,33.54,11.0,Award,1.0,0.0,37.3,0.0,44.0,90,30-03-2025,04-01-2026,19-05-2026,1004.0,State PWD,Pending,Completed,No,24,Medium,Pending,Partial,102.0,156
AH100159,Punjab,Bathinda,Highway,16.82,7.0,Possession,1.0,0.0,93.3,0.0,141.0,98,06-12-2025,26-11-2024,08-01-2025,4141.0,NHAI,Completed,Pending,Yes,9,None,Partial,Partial,177.39,123
AH100160,Himachal Pradesh,Mandi,Highway,7.52,4.0,Award,1.0,0.0,41.9,4.0,115.0,141,15-06-2026,07-05-2024,03-10-2024,1518.0,NHAI,Completed,Not Required,No,25,None,Complete,Complete,50.38,44
AH100161,Uttarakhand,Udham Singh Nagar,Highway,5.62,5.0,Possession,0.0,0.0,93.3,1.0,65.0,63,20-08-2025,20-08-2024,13-11-2024,344.0,State PWD,Pending,Not Required,No,24,None,Complete,Complete,68.95,63
AH100162,Madhya Pradesh,Jabalpur,Railway,420.49,118.0,Notification,1.0,0.0,15.2,2.0,40.0,302,03-01-2025,07-09-2025,28-12-2025,2031.0,NHAI,Completed,Completed,Yes,6,High,Partial,Complete,2.88,9
AH100163,Madhya Pradesh,Gwalior,Highway,3.22,2.0,Award,0.0,0.0,65.5,2.0,42.0,93,31-12-2024,01-02-2026,23-05-2026,4357.0,NHAI,Pending,Not Required,No,5,Low,Complete,Partial,41.45,156
AH100164,Madhya Pradesh,Ujjain,Road Widening,29.09,14.0,Notification,0.0,0.0,22.9,2.0,15.0,61,11-01-2025,28-05-2025,20-11-2025,4372.0,District Administration,Completed,Completed,No,10,Low,Partial,Complete,163.71,79
AH100165,Punjab,Jalandhar,Highway,26.58,10.0,Objection,3.0,0.0,41.0,1.0,51.0,94,02-01-2026,24-05-2024,10-08-2024,4740.0,Special LA Unit,Completed,Not Required,Yes,29,High,Complete,Complete,159.55,180
AH100166,Madhya Pradesh,Gwalior,Highway,7.27,3.0,Notification,0.0,0.0,18.1,0.0,18.0,56,16-10-2024,21-03-2026,16-06-2026,3435.0,District Administration,Completed,Not Required,Yes,17,None,Pending,Partial,93.13,73
AH100167,Uttar Pradesh,Meerut,Road Widening,38.14,16.0,Notification,1.0,0.0,7.5,2.0,69.0,91,30-05-2024,12-12-2025,05-05-2026,4104.0,District Administration,Completed,Completed,No,28,Medium,Complete,Partial,63.69,65
AH100168,Madhya Pradesh,Ujjain,Highway,20.17,10.0,Compensation,0.0,0.0,89.8,1.0,35.0,81,27-10-2024,03-01-2025,08-05-2025,3876.0,NHAI,Pending,Completed,Yes,11,Medium,Partial,Partial,100.63,132
AH100169,Rajasthan,Kota,Road Widening,14.19,8.0,Compensation,1.0,0.0,92.0,0.0,12.0,61,21-01-2024,14-05-2025,30-07-2025,146.0,State PWD,Pending,Completed,No,20,High,Complete,Complete,122.09,126
AH100170,Rajasthan,Alwar,Highway,24.84,10.0,Objection,2.0,1.0,19.9,0.0,58.0,101,05-04-2024,17-05-2026,06-08-2026,2119.0,District Administration,Completed,Not Required,No,30,None,Pending,Complete,73.07,55
AH100171,Rajasthan,Udaipur,Road Widening,20.2,9.0,Possession,0.0,1.0,92.5,0.0,24.0,51,22-03-2024,05-12-2024,08-05-2025,2654.0,NHAI,Pending,Completed,No,10,Low,Partial,Complete,66.7,124
AH100172,Punjab,Patiala,Highway,13.61,5.0,Compensation,1.0,1.0,62.1,2.0,84.0,106,25-11-2025,24-01-2024,27-06-2024,2345.0,District Administration,Completed,Completed,No,22,None,Partial,Partial,11.82,149
AH100173,Punjab,Jalandhar,Bypass,9.74,6.0,Objection,2.0,1.0,12.7,2.0,24.0,94,12-10-2025,11-05-2024,02-07-2024,4152.0,NHAI,Pending,Completed,No,13,Low,Complete,Complete,63.45,44
AH100174,Uttarakhand,Nainital,Highway,10.9,4.0,Award,0.0,0.0,21.5,1.0,19.0,74,19-09-2025,24-06-2025,21-09-2025,4911.0,State PWD,Completed,Not Required,Yes,27,None,Partial,Pending,18.33,47
AH100175,Haryana,Sirsa,Bypass,3.04,1.0,Objection,1.0,0.0,13.8,2.0,28.0,69,19-02-2025,16-06-2026,08-11-2026,2747.0,District Administration,Pending,Pending,No,23,None,Partial,Partial,15.9,66
AH100176,Punjab,Amritsar,Highway,6.05,3.0,Compensation,0.0,0.0,89.7,1.0,109.0,93,07-10-2025,27-10-2025,13-12-2025,526.0,Special LA Unit,Pending,Completed,No,22,High,Pending,Complete,115.48,127
AH100177,Uttar Pradesh,Prayagraj,Highway,55.15,20.0,Award,1.0,1.0,40.6,1.0,67.0,135,25-05-2024,10-07-2025,05-09-2025,1831.0,NHAI,Pending,Completed,No,6,High,Partial,Complete,143.55,149
AH100178,Himachal Pradesh,Shimla,Road Widening,5.91,,Notification,0.0,0.0,14.4,1.0,24.0,66,21-03-2026,17-10-2024,09-12-2024,1028.0,District Administration,Completed,Completed,No,29,High,Complete,Complete,52.28,117
AH100179,Haryana,Hisar,Highway,2.48,1.0,Objection,1.0,0.0,27.0,0.0,59.0,67,26-03-2025,30-01-2025,19-05-2025,2379.0,District Administration,Completed,Pending,No,9,None,Pending,Partial,169.27,126
AH100180,Himachal Pradesh,Mandi,Highway,25.75,12.0,Objection,2.0,0.0,31.3,2.0,65.0,100,24-04-2026,04-02-2024,11-05-2024,1209.0,NHAI,Completed,Not Required,No,12,None,Partial,Complete,73.26,154
AH100181,Uttar Pradesh,Kanpur Nagar,Bypass,14.75,7.0,Award,0.0,0.0,40.0,2.0,71.0,119,17-05-2024,30-11-2024,16-02-2025,449.0,District Administration,Not Required,Not Required,No,13,Medium,Complete,Pending,2.99,159
AH100182,Haryana,Ambala,Railway,15.47,8.0,Compensation,0.0,0.0,76.7,1.0,105.0,121,23-03-2025,15-07-2025,03-09-2025,899.0,NHAI,Pending,Pending,No,21,None,Pending,Partial,128.09,62
AH100183,Uttarakhand,Haridwar,Road Widening,10.44,8.0,Possession,0.0,0.0,89.9,1.0,52.0,26,18-09-2025,26-03-2026,29-07-2026,2506.0,District Administration,Pending,Completed,No,24,Low,Pending,Pending,156.12,177
AH100184,Haryana,Sirsa,Bridge,25.9,9.0,Objection,3.0,0.0,32.2,2.0,46.0,106,22-03-2025,10-04-2026,08-09-2026,750.0,NHAI,Completed,Completed,No,28,None,Complete,Pending,119.74,129
AH100185,Haryana,Rohtak,Highway,43.83,15.0,Objection,3.0,0.0,25.2,3.0,26.0,131,05-02-2025,09-01-2026,11-03-2026,187.0,NHAI,Completed,Not Required,No,4,Low,Complete,Complete,117.54,76
AH100186,Uttar Pradesh,Lucknow,Highway,7.67,5.0,Notification,0.0,0.0,17.3,1.0,,85,29-05-2024,20-01-2024,28-05-2024,1437.0,NHAI,Completed,Pending,No,26,None,Complete,Pending,98.8,59
AH100187,Madhya Pradesh,Gwalior,Bypass,20.45,9.0,Award,1.0,1.0,48.6,2.0,41.0,125,08-12-2024,31-12-2025,29-05-2026,3238.0,State PWD,Pending,Completed,No,3,None,Partial,Complete,88.69,129
AH100188,Uttar Pradesh,Varanasi,Highway,30.9,10.0,Compensation,1.0,0.0,66.6,0.0,67.0,83,02-08-2024,15-07-2024,05-11-2024,3172.0,NHAI,Completed,Completed,No,16,None,Complete,Partial,11.71,54
AH100189,Madhya Pradesh,,Highway,7.31,4.0,Possession,1.0,1.0,84.0,0.0,37.0,51,28-09-2024,08-07-2025,01-11-2025,1982.0,State PWD,Not Required,Completed,No,28,High,Pending,Complete,88.6,163
AH100190,Uttarakhand,Haridwar,Highway,43.08,18.0,Compensation,0.0,1.0,69.3,0.0,47.0,65,07-09-2025,01-05-2026,25-06-2026,3333.0,Special LA Unit,Completed,Pending,Yes,23,None,Complete,Partial,154.52,20
AH100191,Uttarakhand,Haridwar,Highway,30.81,13.0,Notification,0.0,0.0,21.9,3.0,26.0,94,21-07-2025,10-03-2026,30-08-2026,997.0,Special LA Unit,Pending,Not Required,Yes,29,None,Pending,Partial,30.61,158
AH100192,Uttarakhand,Nainital,Highway,4.15,4.0,Possession,1.0,1.0,92.8,0.0,84.0,79,30-06-2025,20-08-2025,09-02-2026,3626.0,Special LA Unit,Completed,Completed,No,1,None,Partial,Complete,15.15,86
AH100193,Madhya Pradesh,Bhopal,Highway,46.33,17.0,Compensation,3.0,1.0,65.5,0.0,116.0,168,21-11-2024,26-09-2024,09-02-2025,136.0,State PWD,Not Required,Not Required,No,16,None,Pending,Complete,53.32,91
AH100194,Himachal Pradesh,Kangra,Road Widening,4.34,1.0,Objection,1.0,0.0,18.8,3.0,25.0,86,13-05-2026,13-04-2025,25-09-2025,718.0,NHAI,Not Required,Not Required,No,2,None,Complete,Partial,130.86,93
AH100195,Rajasthan,Ajmer,Railway,6.66,2.0,Possession,,0.0,87.2,0.0,32.0,46,19-03-2024,25-09-2025,24-01-2026,4614.0,State PWD,Completed,Completed,Yes,22,None,Complete,Pending,169.15,68
AH100196,Madhya Pradesh,Ujjain,Bridge,21.35,10.0,Compensation,0.0,0.0,77.5,2.0,94.0,111,04-11-2024,07-04-2025,14-08-2025,2365.0,NHAI,Completed,Completed,Yes,5,Low,Pending,Complete,43.37,76
AH100197,Rajasthan,Udaipur,Highway,28.94,13.0,Compensation,1.0,0.0,73.3,1.0,23.0,72,16-04-2024,30-12-2024,02-06-2025,2803.0,NHAI,Not Required,Completed,No,6,None,Complete,Pending,24.65,165
AH100198,Madhya Pradesh,Ujjain,Highway,12.99,6.0,Award,0.0,1.0,50.8,3.0,105.0,133,01-11-2024,28-12-2024,01-02-2025,2016.0,State PWD,Pending,Pending,No,8,Low,Complete,Complete,167.12,116
AH100199,Himachal Pradesh,Kangra,Road Widening,6.99,6.0,Objection,1.0,0.0,19.7,1.0,56.0,81,15-05-2026,23-06-2025,24-08-2025,3252.0,District Administration,Completed,Completed,No,26,None,Complete,Pending,160.97,168
AH100200,Madhya Pradesh,Indore,Highway,9.57,4.0,Compensation,1.0,0.0,59.0,3.0,119.0,138,25-11-2024,02-02-2024,02-04-2024,3752.0,Special LA Unit,Pending,Not Required,No,10,Low,Partial,Pending,99.96,25
AH100201,Himachal Pradesh,Solan,Highway,8.66,3.0,Award,1.0,0.0,63.4,2.0,99.0,106,28-03-2026,17-06-2026,19-10-2026,3907.0,District Administration,Completed,Not Required,No,26,None,Pending,Partial,115.34,163
AH100202,Haryana,Karnal,Road Widening,24.41,7.0,Possession,1.0,0.0,81.4,0.0,39.0,43,21-03-2025,01-04-2024,06-06-2024,1283.0,State PWD,Completed,Not Required,Yes,18,None,Partial,Complete,98.87,137
AH100203,Uttarakhand,Haridwar,Railway,8.46,4.0,Notification,0.0,0.0,15.1,2.0,54.0,103,21-09-2025,05-06-2026,01-09-2026,3151.0,District Administration,Not Required,Not Required,No,4,None,Complete,Complete,14.76,110
AH100204,Haryana,Karnal,Highway,6.86,6.0,Award,,0.0,43.7,0.0,19.0,41,15-02-2025,01-02-2024,15-05-2024,3932.0,Special LA Unit,Not Required,Completed,Yes,7,Low,Partial,Pending,124.87,137
AH100205,Uttar Pradesh,Prayagraj,Road Widening,3.4,5.0,Compensation,0.0,0.0,54.3,0.0,43.0,49,27-08-2024,06-04-2025,25-08-2025,2094.0,District Administration,Completed,Not Required,No,22,Medium,Partial,Complete,123.03,82
AH100206,Punjab,Ludhiana,Road Widening,7.21,6.0,Compensation,0.0,0.0,73.8,0.0,118.0,81,18-11-2025,10-01-2025,27-04-2025,1941.0,Special LA Unit,Completed,Pending,No,26,Low,Complete,Complete,162.72,129
AH100207,Himachal Pradesh,Kangra,Bypass,10.8,6.0,Award,0.0,0.0,36.6,0.0,29.0,52,22-05-2026,31-05-2025,03-07-2025,3156.0,Special LA Unit,Completed,Completed,No,6,High,Complete,Partial,99.52,134
AH100208,Uttar Pradesh,Kanpur Nagar,Highway,4.57,6.0,Compensation,0.0,0.0,66.2,0.0,64.0,62,25-08-2024,25-01-2025,07-06-2025,2890.0,District Administration,Not Required,Completed,No,15,None,Complete,Pending,143.81,70
AH100209,Punjab,Firozpur,Railway,2.71,1.0,Compensation,0.0,0.0,,0.0,79.0,64,01-12-2025,18-03-2026,20-06-2026,1299.0,Special LA Unit,Not Required,Completed,No,13,None,Partial,Complete,159.66,94
AH100210,Uttar Pradesh,Lucknow,Railway,27.47,13.0,Compensation,2.0,1.0,59.3,0.0,81.0,120,23-08-2024,15-01-2024,02-03-2024,4791.0,State PWD,Not Required,Pending,Yes,14,None,Pending,Pending,9.7,5
AH100211,Punjab,Firozpur,Highway,5.1,4.0,Objection,1.0,0.0,22.0,0.0,45.0,56,07-10-2025,06-06-2026,11-10-2026,2828.0,State PWD,,Completed,No,10,None,Pending,Complete,37.69,69
AH100212,Punjab,Amritsar,Road Widening,3.92,3.0,Compensation,1.0,0.0,67.1,1.0,53.0,51,11-12-2025,12-09-2025,21-11-2025,2844.0,NHAI,Completed,Pending,No,27,None,Pending,Partial,65.96,40
AH100213,Haryana,Rohtak,Road Widening,45.34,15.0,Compensation,1.0,1.0,74.4,0.0,53.0,103,08-02-2025,01-12-2025,10-03-2026,1067.0,NHAI,Pending,Not Required,Yes,26,Low,Complete,Pending,101.02,90
AH100214,Punjab,Jalandhar,Highway,24.57,11.0,Compensation,2.0,0.0,76.1,0.0,63.0,88,25-10-2025,05-05-2024,27-10-2024,3393.0,District Administration,Completed,Completed,No,11,None,Pending,Complete,90.95,95
AH100215,Uttar Pradesh,Lucknow,Highway,28.55,14.0,Compensation,,0.0,76.1,0.0,70.0,87,02-09-2024,28-02-2024,03-05-2024,4591.0,Special LA Unit,Completed,Completed,No,14,None,Partial,Complete,131.48,107
AH100216,Rajasthan,Udaipur,Highway,18.35,4.0,Award,0.0,0.0,34.8,1.0,47.0,82,12-03-2024,23-12-2024,03-06-2025,,NHAI,Completed,Completed,No,27,None,Pending,Complete,56.02,36
AH100217,Rajasthan,Jodhpur,Railway,36.4,16.0,Notification,2.0,0.0,8.6,3.0,67.0,152,27-03-2024,17-10-2024,24-01-2025,,District Administration,Pending,Completed,Yes,25,None,Pending,Complete,134.16,62
AH100218,Haryana,Rohtak,Highway,25.3,6.0,Notification,1.0,,7.6,4.0,52.0,127,06-02-2025,05-12-2025,23-05-2026,3201.0,NHAI,Pending,Not Required,No,15,Low,Complete,Partial,159.13,59
AH100219,Himachal Pradesh,,Road Widening,8.91,2.0,Objection,1.0,,24.6,1.0,40.0,87,23-03-2026,17-03-2026,21-08-2026,1207.0,Special LA Unit,Pending,Completed,No,18,None,Complete,Pending,169.28,8
AH100220,Rajasthan,Udaipur,Highway,4.83,3.0,Compensation,0.0,1.0,75.2,3.0,139.0,162,24-04-2024,19-01-2025,22-06-2025,,District Administration,Completed,Completed,Yes,25,None,Partial,Pending,41.72,102
AH100221,Haryana,Rohtak,Road Widening,4.01,5.0,Compensation,1.0,0.0,76.0,0.0,128.0,116,14-02-2025,22-11-2025,22-01-2026,3216.0,State PWD,Pending,Completed,No,15,High,Pending,Partial,133.29,138
AH100222,Uttarakhand,Dehradun,Railway,10.6,5.0,Possession,1.0,0.0,93.4,0.0,29.0,35,25-09-2025,23-02-2024,20-07-2024,949.0,State PWD,Completed,Completed,No,26,Low,Complete,Pending,122.91,98
AH100223,Uttar Pradesh,Meerut,Road Widening,319.22,117.0,Compensation,2.0,1.0,62.7,0.0,79.0,287,01-07-2024,30-10-2025,23-01-2026,497.0,Special LA Unit,Completed,Not Required,No,20,None,Partial,Complete,168.89,99
AH100224,Punjab,Patiala,Road Widening,6.06,2.0,Compensation,,1.0,61.6,3.0,97.0,123,11-10-2025,30-03-2024,12-09-2024,3885.0,State PWD,Pending,Completed,No,12,None,Complete,Partial,115.86,167
AH100225,Madhya Pradesh,Jabalpur,Highway,10.49,5.0,Compensation,0.0,0.0,71.3,0.0,,95,02-10-2024,24-08-2025,18-02-2026,2198.0,NHAI,Pending,Not Required,No,0,None,Complete,Partial,94.94,10
AH100226,Punjab,Ludhiana,Highway,39.18,15.0,Award,3.0,0.0,36.2,2.0,167.0,167,28-12-2025,09-12-2024,09-04-2025,4273.0,District Administration,Completed,Pending,No,24,None,Partial,Partial,77.23,93
AH100227,Uttarakhand,Udham Singh Nagar,Railway,3.31,5.0,Compensation,0.0,0.0,74.4,0.0,41.0,58,05-06-2025,08-01-2025,23-06-2025,4336.0,District Administration,Not Required,Not Required,No,16,None,Complete,Complete,146.53,93
AH100228,Haryana,,Highway,12.25,4.0,Award,1.0,0.0,59.7,3.0,76.0,113,07-05-2025,05-09-2024,23-12-2024,658.0,District Administration,Pending,Completed,No,18,None,Pending,Complete,38.57,162
